epoch,truth,pred_v22_base,pred_ruleb_raw,pred_ruleb_core_a,pred_ruleb_core_b,pred_ruleb_core_c,pred_ruleb_core_a_bear,pred_ruleb_core_a_bull,trigger_ruleb_raw,trigger_ruleb_core_a,trigger_ruleb_core_b,trigger_ruleb_core_c,trigger_ruleb_core_a_bear,trigger_ruleb_core_a_bull,override_help_class_ruleb_raw,override_help_class_ruleb_core_a,override_help_class_ruleb_core_b,override_help_class_ruleb_core_c,override_help_class_ruleb_core_a_bear,override_help_class_ruleb_core_a_bull,override_side_class_ruleb_raw,override_side_class_ruleb_core_a,override_side_class_ruleb_core_b,override_side_class_ruleb_core_c,override_side_class_ruleb_core_a_bear,override_side_class_ruleb_core_a_bull,reason_ruleb_raw,reason_ruleb_core_a,reason_ruleb_core_b,reason_ruleb_core_c,reason_ruleb_core_a_bear,reason_ruleb_core_a_bull,slow_retention,hinge_torsion,transition_score_v23,ruleb_raw_warning,ruleb_persist_2of3,ruleb_warn_count_3,fast_alt_3epoch,fs_disagree_count_3,phase_disagree_count_3,polarity_inv_count_3,hinge_flip_count_3,energy_flip_count_3,width_rebound_pattern_3,width_monotonic_collapse_3,osc_core_phase,osc_core_fs,osc_core_fastalt,osc_core_count,osc_core_a,osc_core_b,osc_core_c,oscillation_score_v24,oscillation_warning_v24,fan_width_velocity,fan_energy_total,energy_delta,trigger_reason,trigger_detail
320789,Bull,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.6300576188659761,1.0,1,0,0,0,0,2,2,0,0,1,0,0,1,1,0,2,1,1,0,3,1,-2.9282302924984838,1.618049982400407,0.05022135912622594,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.6301,abs_hinge=1.0000,transition=1"
320790,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.0746003603126155,0.2433110678775651,1,0,0,0,1,2,2,0,0,1,0,0,1,1,1,3,1,1,1,4,1,32.73338054890337,0.3618813584653253,-1.2561686239350818,osc_core_a|osc_core_b|osc_core_c,"phase3=2,fs3=2,fast_alt=1,core_count=3,slow=0.0746,abs_hinge=0.2433,transition=1"
320791,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.2087816300208942,0.5270063143061303,2,0,0,0,1,2,2,0,0,2,1,0,1,1,1,3,1,1,1,5,1,-8.654911095189163,0.5312582362712419,0.1693768778059166,osc_core_a|osc_core_b|osc_core_c,"phase3=2,fs3=2,fast_alt=1,core_count=3,slow=0.2088,abs_hinge=0.5270,transition=2"
320792,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.1375403330439439,0.8322233592788162,2,0,0,0,1,3,3,0,0,2,0,0,1,1,1,3,1,1,1,4,1,-1.1703438977565384,0.914215834094648,0.3829575978234061,osc_core_a|osc_core_b|osc_core_c,"phase3=3,fs3=3,fast_alt=1,core_count=3,slow=0.1375,abs_hinge=0.8322,transition=2"
320793,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.6440989897346299,0.5101778386277593,2,0,0,0,0,3,3,0,0,1,0,1,1,1,0,2,1,1,0,3,1,-12.743024137540488,1.1806606325062603,0.2664447984116123,osc_core_a|osc_core_b,"phase3=3,fs3=3,fast_alt=0,core_count=2,slow=0.6441,abs_hinge=0.5102,transition=2"
320794,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.404570206970675,0.1562493496298519,1,1,0,1,0,3,3,0,0,0,0,1,1,1,0,2,1,1,0,2,1,-39.016971012664726,2.766903092749999,1.5862424602437386,ruleb_raw|osc_core_a|osc_core_b,"phase3=3,fs3=3,fast_alt=0,core_count=2,slow=1.4046,abs_hinge=0.1562,transition=1"
320795,Bull,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.1509659933490184,0.3207623062891896,0,0,0,1,0,2,2,0,0,1,0,0,1,1,0,2,1,1,0,3,1,20.01083102467237,2.4905206984203687,-0.2763823943296302,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.1510,abs_hinge=0.3208,transition=0"
320799,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.7585913377897668,1.0,2,0,0,0,0,3,2,0,0,3,1,0,1,1,0,2,1,1,0,4,1,-19.73223380575655,2.115754093083524,0.8395616176276235,osc_core_a|osc_core_b,"phase3=2,fs3=3,fast_alt=0,core_count=2,slow=0.7586,abs_hinge=1.0000,transition=2"
320800,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.2438105953806371,0.862768870447019,2,0,0,0,0,3,2,0,0,3,0,0,1,1,0,2,1,1,0,3,1,-18.34062871108472,0.5674894515650521,-1.5482646415184718,osc_core_a|osc_core_b,"phase3=2,fs3=3,fast_alt=0,core_count=2,slow=0.2438,abs_hinge=0.8628,transition=2"
320801,Bull,Bear,Neutral,Neutral,Neutral,Bear,Neutral,Bear,1,1,1,0,1,0,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,GOOD_SUPPRESS_WRONG_BEAR,GOOD_SUPPRESS_WRONG_BEAR,GOOD_SUPPRESS_WRONG_BEAR,,GOOD_SUPPRESS_WRONG_BEAR,,ruleb_raw|side=both|slow=1.1463|abs_hinge=0.1827|transition=1|phase3=2|fs3=2|fast_alt=0|core_count=2|oscA|oscB,ruleb_core_a|side=both|slow=1.1463|abs_hinge=0.1827|transition=1|phase3=2|fs3=2|fast_alt=0|core_count=2|oscA|oscB,ruleb_core_b|side=both|slow=1.1463|abs_hinge=0.1827|transition=1|phase3=2|fs3=2|fast_alt=0|core_count=2|oscA|oscB,,ruleb_core_a_bear|side=bear|slow=1.1463|abs_hinge=0.1827|transition=1|phase3=2|fs3=2|fast_alt=0|core_count=2|oscA|oscB,,1.1462925282048673,0.182722298996748,1,1,0,1,0,2,2,1,0,3,0,0,1,1,0,2,1,1,0,4,1,72.12525531474967,3.038645795704724,2.471156344139672,ruleb_raw|osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=1.1463,abs_hinge=0.1827,transition=1"
320805,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.0338752573261444,0.2344770010512946,1,0,0,0,1,2,1,0,0,2,0,0,0,1,1,2,1,0,1,3,1,10.008104426015052,0.6958452317740011,-0.22219371428036527,osc_core_a|osc_core_c,"phase3=1,fs3=2,fast_alt=1,core_count=2,slow=0.0339,abs_hinge=0.2345,transition=1"
320809,Bear,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.407987468297506,0.4926178836254632,1,0,0,0,1,1,2,1,0,2,0,0,1,0,1,2,1,0,1,4,1,37.81784753994725,1.7768395835173578,1.002768152169665,osc_core_a|osc_core_c,"phase3=2,fs3=1,fast_alt=1,core_count=2,slow=0.4080,abs_hinge=0.4926,transition=1"
320811,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.7060719943310687,1.0,2,1,0,1,1,1,1,1,0,2,1,0,0,0,1,1,0,0,0,4,1,101.22559795553389,3.1121023745563434,-2.4588847545346653,ruleb_raw,"phase3=1,fs3=1,fast_alt=1,core_count=1,slow=1.7061,abs_hinge=1.0000,transition=2"
320813,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.3393405718779831,0.6307034968061224,2,0,0,1,0,2,2,1,0,1,0,0,1,1,0,2,1,1,0,4,1,-54.50402449547255,1.5440815937727166,-0.6012782671550672,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.3393,abs_hinge=0.6307,transition=2"
320822,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.234697822950693,0.3027307100076016,1,0,0,0,1,1,2,0,0,3,0,0,1,0,1,2,1,0,1,3,1,4.984127128860564,1.7868196672316117,-0.25559065865854835,osc_core_a|osc_core_c,"phase3=2,fs3=1,fast_alt=1,core_count=2,slow=0.2347,abs_hinge=0.3027,transition=1"
320823,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.7274176113151043,1.0,2,0,0,0,0,2,3,0,0,3,0,0,1,1,0,2,1,1,0,3,1,1.35730401071487,2.0503837477153866,0.2635640804837749,osc_core_a|osc_core_b,"phase3=3,fs3=2,fast_alt=0,core_count=2,slow=0.7274,abs_hinge=1.0000,transition=2"
320831,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,2.8284301006442547,1.0,2,1,0,1,0,2,2,0,0,1,1,0,1,1,0,2,1,1,0,4,1,-25.15728696268343,5.3030950395059335,0.19142336962977424,ruleb_raw|osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=2.8284,abs_hinge=1.0000,transition=2"
320832,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.8639613520972489,0.8135419957477305,2,0,0,1,0,3,3,0,0,1,1,0,1,1,0,2,1,1,0,4,1,44.73812500179338,4.445798951997858,-0.8572960875080753,osc_core_a|osc_core_b,"phase3=3,fs3=3,fast_alt=0,core_count=2,slow=0.8640,abs_hinge=0.8135,transition=2"
320833,Bull,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.4390630284360668,0.0799158732342291,0,0,0,1,0,2,2,0,0,1,1,0,1,1,0,2,1,1,0,4,1,-36.56458954574191,4.119195278080952,-0.3266036739169058,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.4391,abs_hinge=0.0799,transition=0"
320846,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.7699353196021548,1.0,1,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,-9.238366390942248,2.2350593491810287,-2.5074002256715175,ruleb_raw,"phase3=0,fs3=1,fast_alt=0,core_count=0,slow=1.7699,abs_hinge=1.0000,transition=1"
320854,Bear,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.4147548545042809,0.4262899240220431,1,0,0,0,1,2,0,2,0,1,1,0,0,1,1,2,1,0,1,5,1,32.01161480633891,3.4824923967371437,2.124147640277443,osc_core_a|osc_core_c,"phase3=0,fs3=2,fast_alt=1,core_count=2,slow=0.4148,abs_hinge=0.4263,transition=1"
320855,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.193978214972958,0.0844772303789299,1,0,0,0,1,2,1,2,0,2,1,0,0,1,1,2,1,0,1,5,1,-63.57772706079413,0.8657040934649558,-2.616788303272188,osc_core_a|osc_core_c,"phase3=1,fs3=2,fast_alt=1,core_count=2,slow=0.1940,abs_hinge=0.0845,transition=1"
320859,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.2256231641404156,0.2197677789927427,0,0,0,0,1,2,1,1,0,2,0,1,0,1,1,2,1,0,1,4,1,-62.80876271161833,2.7197361104827,2.1245610461119218,osc_core_a|osc_core_c,"phase3=1,fs3=2,fast_alt=1,core_count=2,slow=1.2256,abs_hinge=0.2198,transition=0"
320862,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.6269190375878679,0.6382072245692089,2,0,0,0,0,2,2,1,0,2,1,0,1,1,0,2,1,1,0,5,1,20.31697788198653,1.573810787378534,0.6730617121302205,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.6269,abs_hinge=0.6382,transition=2"
320863,Bear,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.342224031806836,0.1555322791338456,0,0,0,0,0,2,2,0,0,2,1,0,1,1,0,2,1,1,0,4,1,-129.01272811366653,3.9068069637978624,2.3329961764193285,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=1.3422,abs_hinge=0.1555,transition=0"
320864,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.2743740152654936,0.2140040796569322,1,0,0,0,0,2,2,0,0,2,1,0,1,1,0,2,1,1,0,4,1,121.4775726894004,1.3708240824471432,-2.5359828813507193,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.2744,abs_hinge=0.2140,transition=1"
320865,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,Bear,1,0,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,BAD_SUPPRESS_RIGHT_BEAR,,,,,,ruleb_raw|side=both|slow=1.1927|abs_hinge=0.1832|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0,,,,,,1.1927106035764157,0.1832001797052062,1,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,63.725020629979554,3.5134396478424605,2.1426155653953174,ruleb_raw,"phase3=1,fs3=1,fast_alt=0,core_count=0,slow=1.1927,abs_hinge=0.1832,transition=1"
320866,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.153804595103793,0.6449720846260645,2,1,1,2,0,2,2,1,0,3,0,0,1,1,0,2,1,1,0,4,1,-122.70240566224676,2.7583600567868416,-0.755079591055619,ruleb_raw|osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=1.1538,abs_hinge=0.6450,transition=2"
320867,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.4106714439985808,0.3729901654567792,1,0,1,2,0,2,2,1,0,2,1,0,1,1,0,2,1,1,0,5,1,49.35338520622463,0.8375029659564461,-1.9208570908303955,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.4107,abs_hinge=0.3730,transition=1"
320868,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.3281544123437925,0.4139160325517316,1,0,0,1,0,3,3,0,0,2,1,0,1,1,0,2,1,1,0,4,1,-35.86773263968644,2.1883791411346465,1.3508761751782004,osc_core_a|osc_core_b,"phase3=3,fs3=3,fast_alt=0,core_count=2,slow=0.3282,abs_hinge=0.4139,transition=1"
320869,Bear,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.1685810969665908,0.425240848000326,0,0,0,0,0,2,2,0,0,1,0,0,1,1,0,2,1,1,0,3,1,-10.420790059375577,2.858614505061269,0.6702353639266225,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.1686,abs_hinge=0.4252,transition=0"
320879,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.4060438294527557,1.0,2,0,0,0,0,2,2,0,0,1,0,0,1,1,0,2,1,1,0,3,1,3.603606768854661,1.0402939337236603,0.2640589943348459,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.4060,abs_hinge=1.0000,transition=2"
320880,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.1198062973653577,0.164027301575338,1,0,0,0,0,2,2,0,0,1,0,0,1,1,0,2,1,1,0,3,1,6.91293254501943,1.3806192777647084,0.3403253440410481,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.1198,abs_hinge=0.1640,transition=1"
320881,Bear,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.8994771941725048,0.1646965701153931,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,2,1,1,0,2,1,-72.95864018845896,2.978462932689581,1.5978436549248727,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.8995,abs_hinge=0.1647,transition=0"
