epoch,truth,pred_v22_base,pred_bear_raw,pred_bear_core_a,pred_bear_win_prevcurr,pred_bear_win_pm1,pred_bear_win_relaxed,trigger_bear_raw,trigger_bear_core_a,trigger_bear_win_prevcurr,trigger_bear_win_pm1,trigger_bear_win_relaxed,override_help_class_bear_raw,override_help_class_bear_core_a,override_help_class_bear_win_prevcurr,override_help_class_bear_win_pm1,override_help_class_bear_win_relaxed,reason_bear_raw,reason_bear_core_a,reason_bear_win_prevcurr,reason_bear_win_pm1,reason_bear_win_relaxed,slow_retention,hinge_torsion,transition_score_v23,ruleb_raw_warning,ruleb_warn_count_3,phase_disagree_count_3,fs_disagree_count_3,fast_alt_3epoch,osc_core_count,osc_core_a,core_window_prevcurr,core_window_pm1,core_window_relaxed,core_window_score_prevcurr,core_window_score_pm1,fan_width_velocity,fan_energy_total,energy_delta
321088,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bear|slow=2.6127|abs_hinge=0.2744|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,2.6127171132484364,0.2744220533977932,1,1,1,1,1,0,0,0,0,0,0,0,0,187.37434848587145,13.42692248122512,11.272714135991919
321170,Bull,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bull|slow=1.9026|abs_hinge=0.1618|transition=1|phase3=0|fs3=0|fast_alt=0|core_count=0|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.9026312620244423,0.1617608164018711,1,1,1,0,0,0,0,0,0,0,0,0,1,206.55452258815055,4.5385914665566816,0.8168129094647156
321186,Bear,Bear,Neutral,Bear,Bear,Bear,Neutral,1,0,0,0,1,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,BAD_NEUTRALIZE_RIGHT_BASE,Bear-only RuleB raw|base=Bear|truth=Bear|slow=1.9949|abs_hinge=0.2108|transition=1|phase3=1|fs3=2|fast_alt=0|core_count=1|win_prevcurr=0|win_pm1=0|win_relaxed=1,,,,Bear-only RuleB + Window Relaxed|base=Bear|truth=Bear|slow=1.9949|abs_hinge=0.2108|transition=1|phase3=1|fs3=2|fast_alt=0|core_count=1|win_prevcurr=0|win_pm1=0|win_relaxed=1,1.994928927382716,0.210832087757578,1,1,3,1,2,0,1,0,0,0,1,1,1,49.12752367496432,5.943570498602639,1.9686615227765283
321189,Bull,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bull|slow=1.7458|abs_hinge=0.1897|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.745798753163399,0.1896690382169991,1,1,3,1,1,0,0,0,0,0,0,1,1,77.59275710354268,3.619782517183921,-0.7904445564818166
321230,Bear,Bear,Neutral,Bear,Neutral,Neutral,Neutral,1,0,1,1,1,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,BAD_NEUTRALIZE_RIGHT_BASE,BAD_NEUTRALIZE_RIGHT_BASE,BAD_NEUTRALIZE_RIGHT_BASE,Bear-only RuleB raw|base=Bear|truth=Bear|slow=2.1674|abs_hinge=0.3745|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=1|win_pm1=1|win_relaxed=1,,Bear-only RuleB + Window Prev/Curr|base=Bear|truth=Bear|slow=2.1674|abs_hinge=0.3745|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window +/-1|base=Bear|truth=Bear|slow=2.1674|abs_hinge=0.3745|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window Relaxed|base=Bear|truth=Bear|slow=2.1674|abs_hinge=0.3745|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=1|win_pm1=1|win_relaxed=1,2.167359932764157,0.3744731433445593,1,1,1,1,1,0,0,0,1,1,1,3,3,144.2236998984445,6.654064754642604,4.058886228320262
321234,Bull,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,Bear-only RuleB raw|base=Bear|truth=Bull|slow=1.8311|abs_hinge=0.7937|transition=2|phase3=0|fs3=2|fast_alt=1|core_count=2|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Core A|base=Bear|truth=Bull|slow=1.8311|abs_hinge=0.7937|transition=2|phase3=0|fs3=2|fast_alt=1|core_count=2|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window Prev/Curr|base=Bear|truth=Bull|slow=1.8311|abs_hinge=0.7937|transition=2|phase3=0|fs3=2|fast_alt=1|core_count=2|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window +/-1|base=Bear|truth=Bull|slow=1.8311|abs_hinge=0.7937|transition=2|phase3=0|fs3=2|fast_alt=1|core_count=2|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window Relaxed|base=Bear|truth=Bull|slow=1.8311|abs_hinge=0.7937|transition=2|phase3=0|fs3=2|fast_alt=1|core_count=2|win_prevcurr=1|win_pm1=1|win_relaxed=1,1.831069725421912,0.793730193545626,2,1,1,0,2,1,2,1,1,1,1,2,2,-31.61250585768721,3.4981122072003927,-1.8945810035984323
321247,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bear|slow=1.0225|abs_hinge=0.2769|transition=1|phase3=0|fs3=0|fast_alt=0|core_count=0|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.0225111967756677,0.2768523311715466,1,1,1,0,0,0,0,0,0,0,0,0,0,35.54764083508053,5.122541876497053,2.338332085950242
321304,Bull,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bull|slow=1.4339|abs_hinge=0.2392|transition=1|phase3=0|fs3=1|fast_alt=1|core_count=1|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.4339076306314382,0.2391922753233023,1,1,1,0,1,1,1,0,0,0,0,1,1,131.89142111249384,4.748911750368279,3.4570962557518214
321341,Bull,Bear,Neutral,Bear,Bear,Neutral,Bear,1,0,0,1,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bull|slow=1.9799|abs_hinge=0.2126|transition=1|phase3=2|fs3=1|fast_alt=0|core_count=1|win_prevcurr=0|win_pm1=1|win_relaxed=0,,,Bear-only RuleB + Window +/-1|base=Bear|truth=Bull|slow=1.9799|abs_hinge=0.2126|transition=1|phase3=2|fs3=1|fast_alt=0|core_count=1|win_prevcurr=0|win_pm1=1|win_relaxed=0,,1.97990277538338,0.2125949170883987,1,1,1,2,1,0,1,0,0,1,0,1,2,91.62962656440504,3.212731818457541,2.549237978904784
321371,Bull,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bull|slow=1.2457|abs_hinge=0.2598|transition=1|phase3=1|fs3=1|fast_alt=1|core_count=1|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.2457472309597506,0.2597700865159475,1,1,1,1,1,1,1,0,0,0,0,1,1,67.7814308473171,2.335890005469992,1.6151390668128447
321465,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bear|slow=1.4759|abs_hinge=0.2487|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.4759078175775358,0.2486709921445306,1,1,1,1,1,0,0,0,0,0,0,0,0,115.40573688542644,6.272730306012818,5.30486843034123
321466,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bear|slow=2.0581|abs_hinge=0.2675|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,2.058079041571545,0.2675070331357913,1,1,2,1,1,0,0,0,0,0,0,0,0,40.38394291276927,7.685955372413446,1.4132250664006278
321480,Bear,Bear,Neutral,Bear,Neutral,Neutral,Neutral,1,0,1,1,1,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,BAD_NEUTRALIZE_RIGHT_BASE,BAD_NEUTRALIZE_RIGHT_BASE,BAD_NEUTRALIZE_RIGHT_BASE,Bear-only RuleB raw|base=Bear|truth=Bear|slow=2.7716|abs_hinge=0.1608|transition=1|phase3=1|fs3=2|fast_alt=0|core_count=1|win_prevcurr=1|win_pm1=1|win_relaxed=1,,Bear-only RuleB + Window Prev/Curr|base=Bear|truth=Bear|slow=2.7716|abs_hinge=0.1608|transition=1|phase3=1|fs3=2|fast_alt=0|core_count=1|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window +/-1|base=Bear|truth=Bear|slow=2.7716|abs_hinge=0.1608|transition=1|phase3=1|fs3=2|fast_alt=0|core_count=1|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window Relaxed|base=Bear|truth=Bear|slow=2.7716|abs_hinge=0.1608|transition=1|phase3=1|fs3=2|fast_alt=0|core_count=1|win_prevcurr=1|win_pm1=1|win_relaxed=1,2.771633169550114,0.1608092361315853,1,1,1,1,2,0,1,0,1,1,1,3,3,196.51449300377865,7.022866108976814,5.451289359007205
321499,Bull,Bear,Neutral,Bear,Neutral,Neutral,Neutral,1,0,1,1,1,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,Bear-only RuleB raw|base=Bear|truth=Bull|slow=1.7431|abs_hinge=0.2227|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=1|win_pm1=1|win_relaxed=1,,Bear-only RuleB + Window Prev/Curr|base=Bear|truth=Bull|slow=1.7431|abs_hinge=0.2227|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window +/-1|base=Bear|truth=Bull|slow=1.7431|abs_hinge=0.2227|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=1|win_pm1=1|win_relaxed=1,Bear-only RuleB + Window Relaxed|base=Bear|truth=Bull|slow=1.7431|abs_hinge=0.2227|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=1|win_pm1=1|win_relaxed=1,1.7431309231815248,0.2227466203609453,1,1,1,1,1,0,0,0,1,1,1,2,2,181.41582222952275,8.272951665278015,6.761282748368103
321603,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bear|slow=1.0870|abs_hinge=0.3826|transition=1|phase3=0|fs3=2|fast_alt=0|core_count=1|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.0869682731008652,0.3826094751213276,1,1,3,0,2,0,1,0,0,0,0,1,1,29.887637592139072,6.785773390221948,3.8637532363391074
321610,Bull,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bull|slow=1.2981|abs_hinge=0.3326|transition=1|phase3=0|fs3=1|fast_alt=0|core_count=0|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.2980760016143904,0.3325768538410291,1,1,1,0,1,0,0,0,0,0,0,0,0,1.256376150646247,2.0474751897399983,-0.224608519618414
321704,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,1,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,Bear-only RuleB raw|base=Bear|truth=Bear|slow=1.6690|abs_hinge=0.2197|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0|win_prevcurr=0|win_pm1=0|win_relaxed=0,,,,,1.6689963041008014,0.2197358436309681,1,1,1,1,1,0,0,0,0,0,0,0,0,100.67435279862548,5.741917063678557,4.52508678250706
